,piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
4052,D11,TEHTAANKATU,25497265,6671758,1.0,12,2011,94,35,7,0,1,2,6,692
4053,D11,TEHTAANKATU,25497265,6671758,1.0,13,2011,102,27,8,0,0,0,7,664
4054,D11,TEHTAANKATU,25497265,6671758,1.0,14,2011,73,23,3,0,0,0,7,591
4055,D11,TEHTAANKATU,25497265,6671758,1.0,15,2011,91,15,7,0,0,0,7,635
4056,D11,TEHTAANKATU,25497265,6671758,1.0,16,2011,19,3,1,0,1,0,2,759
4060,D11,TEHTAANKATU,25497265,6671758,1.0,17,2011,18,1,0,0,1,0,3,695
4064,D11,TEHTAANKATU,25497265,6671758,1.0,18,2011,23,2,0,0,0,0,2,571
4068,D11,TEHTAANKATU,25497265,6671758,1.0,19,2011,56,5,1,0,1,0,13,481
4069,D11,TEHTAANKATU,25497265,6671758,1.0,20,2011,50,3,0,0,0,0,6,303
4070,D11,TEHTAANKATU,25497265,6671758,1.0,21,2011,40,2,0,0,0,0,6,252
4071,D11,TEHTAANKATU,25497265,6671758,1.0,22,2011,30,2,0,0,0,0,6,192
4072,D11,TEHTAANKATU,25497265,6671758,1.0,23,2011,24,2,0,0,0,0,6,156
4073,D11,TEHTAANKATU,25497265,6671758,1.0,24,2011,10,1,0,0,0,0,6,66
4074,D11,TEHTAANKATU,25497265,6671758,2.0,1,2011,7,1,0,0,0,0,4,48
4075,D11,TEHTAANKATU,25497265,6671758,2.0,2,2011,3,0,0,0,0,0,4,18
4076,D11,TEHTAANKATU,25497265,6671758,2.0,3,2011,2,0,0,0,0,0,0,12
4077,D11,TEHTAANKATU,25497265,6671758,2.0,4,2011,2,0,0,0,0,0,0,12
4078,D11,TEHTAANKATU,25497265,6671758,2.0,5,2011,2,0,0,0,0,0,0,12
4079,D11,TEHTAANKATU,25497265,6671758,2.0,6,2011,1,0,0,0,0,0,4,6
4080,D11,TEHTAANKATU,25497265,6671758,2.0,7,2011,5,3,0,1,0,0,4,314
4084,D11,TEHTAANKATU,25497265,6671758,2.0,8,2011,13,1,1,0,0,0,3,600
4088,D11,TEHTAANKATU,25497265,6671758,2.0,9,2011,30,6,1,1,0,1,2,1074
4092,D11,TEHTAANKATU,25497265,6671758,2.0,10,2011,132,34,6,2,6,1,9,956
4093,D11,TEHTAANKATU,25497265,6671758,2.0,11,2011,143,30,10,0,0,0,7,949
4094,D11,TEHTAANKATU,25497265,6671758,2.0,12,2011,123,36,6,0,0,1,6,886
4095,D11,TEHTAANKATU,25497265,6671758,2.0,13,2011,99,26,7,1,2,1,6,874
4096,D11,TEHTAANKATU,25497265,6671758,2.0,14,2011,123,27,5,0,0,0,6,927
4097,D11,TEHTAANKATU,25497265,6671758,2.0,15,2011,113,32,8,0,1,0,7,935
4098,D11,TEHTAANKATU,25497265,6671758,2.0,16,2011,44,4,1,0,1,0,4,1080
4102,D11,TEHTAANKATU,25497265,6671758,2.0,17,2011,44,4,1,0,0,0,3,1000
4106,D11,TEHTAANKATU,25497265,6671758,2.0,18,2011,32,9,1,0,0,0,3,964
4110,D11,TEHTAANKATU,25497265,6671758,2.0,19,2011,118,15,2,0,3,2,12,834
4111,D11,TEHTAANKATU,25497265,6671758,2.0,20,2011,90,8,1,0,0,0,5,610
4112,D11,TEHTAANKATU,25497265,6671758,2.0,21,2011,55,5,0,0,0,0,5,360
4113,D11,TEHTAANKATU,25497265,6671758,2.0,22,2011,35,3,0,0,0,0,5,228
4114,D11,TEHTAANKATU,25497265,6671758,2.0,23,2011,25,2,0,0,0,0,5,162
4115,D11,TEHTAANKATU,25497265,6671758,2.0,24,2011,15,1,0,0,0,0,5,96
4116,D12,PUISTOKATU,25497342,6671558,1.0,1,2011,3,0,0,0,0,0,0,18
4117,D12,PUISTOKATU,25497342,6671558,1.0,2,2011,1,0,0,0,0,0,0,6
4118,D12,PUISTOKATU,25497342,6671558,1.0,3,2011,0,0,0,0,0,0,0,2
4119,D12,PUISTOKATU,25497342,6671558,1.0,4,2011,0,0,0,0,0,0,0,2
4120,D12,PUISTOKATU,25497342,6671558,1.0,5,2011,1,0,0,0,0,0,0,6
4121,D12,PUISTOKATU,25497342,6671558,1.0,6,2011,4,0,0,0,0,0,0,24
4122,D12,PUISTOKATU,25497342,6671558,1.0,7,2011,4,0,0,0,0,0,0,264
4126,D12,PUISTOKATU,25497342,6671558,1.0,8,2011,6,3,0,0,0,0,0,577
4130,D12,PUISTOKATU,25497342,6671558,1.0,9,2011,21,10,0,0,0,0,0,826
4134,D12,PUISTOKATU,25497342,6671558,1.0,10,2011,69,28,1,0,0,0,0,667
4135,D12,PUISTOKATU,25497342,6671558,1.0,11,2011,48,20,3,0,0,1,0,509
4136,D12,PUISTOKATU,25497342,6671558,1.0,12,2011,59,23,3,0,0,2,0,499
4137,D12,PUISTOKATU,25497342,6671558,1.0,13,2011,60,21,7,0,0,2,0,527
4138,D12,PUISTOKATU,25497342,6671558,1.0,14,2011,66,12,2,0,0,1,0,444
4139,D12,PUISTOKATU,25497342,6671558,1.0,15,2011,55,12,1,0,0,2,0,501
4140,D12,PUISTOKATU,25497342,6671558,1.0,16,2011,20,1,1,0,0,1,0,572
4144,D12,PUISTOKATU,25497342,6671558,1.0,17,2011,20,2,0,0,0,0,0,706
4148,D12,PUISTOKATU,25497342,6671558,1.0,18,2011,22,3,0,0,0,0,0,670
4152,D12,PUISTOKATU,25497342,6671558,1.0,19,2011,90,6,0,0,0,2,0,480
4153,D12,PUISTOKATU,25497342,6671558,1.0,20,2011,80,5,1,0,0,0,0,472
4154,D12,PUISTOKATU,25497342,6671558,1.0,21,2011,53,5,0,0,0,0,0,342
4155,D12,PUISTOKATU,25497342,6671558,1.0,22,2011,43,4,0,0,0,0,0,282
4156,D12,PUISTOKATU,25497342,6671558,1.0,23,2011,20,2,0,0,0,0,0,132
4157,D12,PUISTOKATU,25497342,6671558,1.0,24,2011,8,1,0,0,0,0,0,54
4158,D12,PUISTOKATU,25497342,6671558,2.0,1,2011,8,1,0,0,0,0,0,54
4159,D12,PUISTOKATU,25497342,6671558,2.0,2,2011,4,0,0,0,0,0,0,24
4160,D12,PUISTOKATU,25497342,6671558,2.0,3,2011,2,0,0,0,0,0,0,12
4161,D12,PUISTOKATU,25497342,6671558,2.0,4,2011,2,0,0,0,0,0,0,12
4162,D12,PUISTOKATU,25497342,6671558,2.0,5,2011,2,0,0,0,0,0,0,12
4163,D12,PUISTOKATU,25497342,6671558,2.0,6,2011,1,0,0,0,0,0,0,6
4164,D12,PUISTOKATU,25497342,6671558,2.0,7,2011,1,1,0,0,0,0,0,130
4168,D12,PUISTOKATU,25497342,6671558,2.0,8,2011,9,1,1,0,0,1,0,641
4172,D12,PUISTOKATU,25497342,6671558,2.0,9,2011,46,4,0,0,0,0,0,963
4176,D12,PUISTOKATU,25497342,6671558,2.0,10,2011,85,30,0,0,0,1,0,756
4177,D12,PUISTOKATU,25497342,6671558,2.0,11,2011,72,30,3,0,0,0,0,606
4178,D12,PUISTOKATU,25497342,6671558,2.0,12,2011,72,25,6,1,0,0,0,556
4179,D12,PUISTOKATU,25497342,6671558,2.0,13,2011,89,24,7,0,0,0,0,634
4180,D12,PUISTOKATU,25497342,6671558,2.0,14,2011,80,23,1,1,0,0,0,689
4181,D12,PUISTOKATU,25497342,6671558,2.0,15,2011,105,21,2,0,0,1,0,662
4182,D12,PUISTOKATU,25497342,6671558,2.0,16,2011,31,8,0,0,0,0,0,1252
4186,D12,PUISTOKATU,25497342,6671558,2.0,17,2011,43,4,1,0,0,2,0,1070
4190,D12,PUISTOKATU,25497342,6671558,2.0,18,2011,33,1,1,0,0,0,0,902
4194,D12,PUISTOKATU,25497342,6671558,2.0,19,2011,113,7,2,0,0,0,0,616
4195,D12,PUISTOKATU,25497342,6671558,2.0,20,2011,120,8,1,0,1,0,0,579
4196,D12,PUISTOKATU,25497342,6671558,2.0,21,2011,94,8,3,0,0,0,0,534
4197,D12,PUISTOKATU,25497342,6671558,2.0,22,2011,62,5,2,0,0,0,0,414
4198,D12,PUISTOKATU,25497342,6671558,2.0,23,2011,28,2,1,0,0,0,0,186
4199,D12,PUISTOKATU,25497342,6671558,2.0,24,2011,17,1,0,0,0,0,0,108
4200,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,1,2011,2,0,0,0,0,0,0,12
4201,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,2,2011,1,0,0,0,0,0,0,6
4202,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,3,2011,0,0,0,0,0,0,0,2
4203,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,4,2011,1,0,0,0,0,0,0,6
4204,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,5,2011,1,0,0,0,0,0,0,6
4205,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,6,2011,1,0,0,0,0,0,0,6
4206,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,7,2011,1,0,0,0,0,0,0,38
4210,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,8,2011,5,2,0,0,0,0,0,201
4214,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,9,2011,11,0,1,0,0,1,0,378
4218,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,10,2011,63,13,3,0,1,0,0,459
4219,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,11,2011,50,14,2,0,4,0,0,548
4220,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,12,2011,59,19,5,0,6,2,0,497
4221,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,13,2011,70,16,6,0,5,2,0,531
4222,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,14,2011,63,10,4,0,3,2,0,608
4223,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,15,2011,76,14,2,0,7,1,0,549
4224,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,16,2011,24,2,0,0,0,0,0,524
4228,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,17,2011,20,3,0,0,1,1,0,510
4232,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,18,2011,20,0,0,0,0,1,0,538
4236,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,19,2011,75,8,0,0,0,16,0,565
4237,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,20,2011,60,5,0,0,1,0,0,446
4238,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,21,2011,47,4,0,0,0,0,0,306
4239,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,22,2011,37,3,0,0,0,0,0,240
4240,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,23,2011,17,1,0,0,0,0,0,108
4241,D13,EHRENSTRÖMINTIE,25497378,6671335,1.0,24,2011,7,1,0,0,0,0,0,48
4242,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,1,2011,5,0,0,0,0,0,0,30
4243,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,2,2011,3,0,0,0,0,0,0,18
4244,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,3,2011,2,0,0,0,0,0,0,12
4245,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,4,2011,2,0,0,0,0,0,0,12
4246,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,5,2011,2,0,0,0,0,0,0,12
4247,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,6,2011,1,0,0,0,0,0,0,6
4248,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,7,2011,3,1,0,0,0,0,0,120
4252,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,8,2011,6,1,0,0,0,0,0,235
4256,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,9,2011,18,4,0,0,0,0,0,450
4260,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,10,2011,87,15,3,0,0,0,0,505
4261,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,11,2011,78,17,6,0,0,3,0,531
4262,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,12,2011,94,15,4,0,2,2,0,578
4263,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,13,2011,83,8,4,0,1,2,0,638
4264,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,14,2011,101,20,1,0,1,2,0,745
4265,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,15,2011,80,12,3,0,0,1,0,643
4266,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,16,2011,14,2,2,0,0,0,0,657
4270,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,17,2011,21,0,0,0,0,0,0,709
4274,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,18,2011,18,1,0,0,0,0,0,686
4278,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,19,2011,103,7,0,0,1,8,0,718
4279,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,20,2011,80,7,0,0,0,6,0,522
4280,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,21,2011,63,6,0,0,0,5,0,414
4281,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,22,2011,41,4,0,0,0,0,0,270
4282,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,23,2011,19,2,0,0,0,0,0,126
4283,D13,EHRENSTRÖMINTIE,25497378,6671335,2.0,24,2011,11,1,0,0,0,0,0,72
4284,F01,KEHÄ 3,25508096,6681414,1.0,1,2011,22,4,1,1,1,0,0,174
4285,F01,KEHÄ 3,25508096,6681414,1.0,2,2011,9,1,0,0,0,0,0,60
4286,F01,KEHÄ 3,25508096,6681414,1.0,3,2011,10,1,0,2,0,0,0,78
4287,F01,KEHÄ 3,25508096,6681414,1.0,4,2011,8,1,0,4,0,0,0,78
4288,F01,KEHÄ 3,25508096,6681414,1.0,5,2011,21,3,1,4,1,0,0,180
4289,F01,KEHÄ 3,25508096,6681414,1.0,6,2011,80,11,4,11,1,0,0,642
4290,F01,KEHÄ 3,25508096,6681414,1.0,7,2011,27,4,2,0,2,0,0,1802
4294,F01,KEHÄ 3,25508096,6681414,1.0,8,2011,109,11,4,32,0,1,0,4049
4298,F01,KEHÄ 3,25508096,6681414,1.0,9,2011,185,24,7,29,0,20,0,4009
4302,F01,KEHÄ 3,25508096,6681414,1.0,10,2011,257,64,24,106,3,2,0,2707
4303,F01,KEHÄ 3,25508096,6681414,1.0,11,2011,189,59,32,147,1,0,0,2483
4304,F01,KEHÄ 3,25508096,6681414,1.0,12,2011,222,56,33,141,3,1,0,2745
4305,F01,KEHÄ 3,25508096,6681414,1.0,13,2011,228,58,28,142,2,0,0,2686
4306,F01,KEHÄ 3,25508096,6681414,1.0,14,2011,268,59,76,100,5,1,0,2902
4307,F01,KEHÄ 3,25508096,6681414,1.0,15,2011,393,83,75,90,3,3,0,3484
4308,F01,KEHÄ 3,25508096,6681414,1.0,16,2011,182,33,10,33,1,4,0,5811
4312,F01,KEHÄ 3,25508096,6681414,1.0,17,2011,177,29,15,29,0,0,0,5349
4316,F01,KEHÄ 3,25508096,6681414,1.0,18,2011,147,13,12,20,1,0,0,3873
4320,F01,KEHÄ 3,25508096,6681414,1.0,19,2011,308,16,32,40,0,0,0,2749
4321,F01,KEHÄ 3,25508096,6681414,1.0,20,2011,309,35,17,14,3,0,0,2268
4322,F01,KEHÄ 3,25508096,6681414,1.0,21,2011,246,28,9,11,5,0,0,1794
4323,F01,KEHÄ 3,25508096,6681414,1.0,22,2011,174,22,6,9,3,0,0,1284
4324,F01,KEHÄ 3,25508096,6681414,1.0,23,2011,106,14,4,5,2,0,0,786
4325,F01,KEHÄ 3,25508096,6681414,1.0,24,2011,49,6,4,1,2,0,0,372
4326,F01,KEHÄ 3,25508096,6681414,2.0,1,2011,25,4,3,1,1,0,0,204
4327,F01,KEHÄ 3,25508096,6681414,2.0,2,2011,13,1,1,2,0,0,0,102
4328,F01,KEHÄ 3,25508096,6681414,2.0,3,2011,11,1,0,2,0,0,0,84
4329,F01,KEHÄ 3,25508096,6681414,2.0,4,2011,9,1,0,4,0,0,0,84
4330,F01,KEHÄ 3,25508096,6681414,2.0,5,2011,20,3,1,1,0,0,0,150
4331,F01,KEHÄ 3,25508096,6681414,2.0,6,2011,58,9,3,9,1,0,0,452
4332,F01,KEHÄ 3,25508096,6681414,2.0,7,2011,32,6,4,7,1,0,0,2132
4336,F01,KEHÄ 3,25508096,6681414,2.0,8,2011,117,23,11,21,0,1,0,4242
4340,F01,KEHÄ 3,25508096,6681414,2.0,9,2011,122,22,6,30,0,0,0,4152
4344,F01,KEHÄ 3,25508096,6681414,2.0,10,2011,251,65,37,114,1,2,0,2718
4345,F01,KEHÄ 3,25508096,6681414,2.0,11,2011,195,55,47,115,5,2,0,2198
4346,F01,KEHÄ 3,25508096,6681414,2.0,12,2011,205,46,40,125,5,2,0,2456
4347,F01,KEHÄ 3,25508096,6681414,2.0,13,2011,249,49,34,122,0,0,0,2625
4348,F01,KEHÄ 3,25508096,6681414,2.0,14,2011,263,58,37,142,0,0,0,2972
4349,F01,KEHÄ 3,25508096,6681414,2.0,15,2011,405,70,51,137,1,1,0,3741
4350,F01,KEHÄ 3,25508096,6681414,2.0,16,2011,123,19,5,28,0,1,0,4808
4354,F01,KEHÄ 3,25508096,6681414,2.0,17,2011,166,16,11,33,0,7,0,5311
4358,F01,KEHÄ 3,25508096,6681414,2.0,18,2011,151,13,11,22,0,3,0,3917
4362,F01,KEHÄ 3,25508096,6681414,2.0,19,2011,428,32,20,52,0,0,0,2956
4363,F01,KEHÄ 3,25508096,6681414,2.0,20,2011,297,33,11,24,4,0,0,2214
4364,F01,KEHÄ 3,25508096,6681414,2.0,21,2011,225,25,9,17,4,0,0,1680
4365,F01,KEHÄ 3,25508096,6681414,2.0,22,2011,158,19,6,9,2,0,0,1164
4366,F01,KEHÄ 3,25508096,6681414,2.0,23,2011,83,9,5,6,1,0,0,624
4367,F01,KEHÄ 3,25508096,6681414,2.0,24,2011,52,6,3,6,1,0,0,408
4368,F02,SOTUNGINTIE,25508601,6682559,1.0,1,2011,2,1,0,0,0,0,0,18
4369,F02,SOTUNGINTIE,25508601,6682559,1.0,2,2011,0,0,0,0,0,0,0,0
4370,F02,SOTUNGINTIE,25508601,6682559,1.0,3,2011,0,0,0,0,0,0,0,0
4371,F02,SOTUNGINTIE,25508601,6682559,1.0,4,2011,0,0,0,0,0,0,0,0
4372,F02,SOTUNGINTIE,25508601,6682559,1.0,5,2011,0,0,0,0,0,0,0,0
4373,F02,SOTUNGINTIE,25508601,6682559,1.0,6,2011,0,0,0,0,0,0,0,0
4374,F02,SOTUNGINTIE,25508601,6682559,1.0,7,2011,0,0,0,0,0,0,0,18
4378,F02,SOTUNGINTIE,25508601,6682559,1.0,8,2011,3,2,0,0,2,0,0,206
4382,F02,SOTUNGINTIE,25508601,6682559,1.0,9,2011,8,2,0,0,1,1,0,165
4386,F02,SOTUNGINTIE,25508601,6682559,1.0,10,2011,12,5,0,0,2,0,0,99
4387,F02,SOTUNGINTIE,25508601,6682559,1.0,11,2011,22,5,1,1,0,1,0,111
4388,F02,SOTUNGINTIE,25508601,6682559,1.0,12,2011,17,7,1,2,0,0,0,113
4389,F02,SOTUNGINTIE,25508601,6682559,1.0,13,2011,26,0,2,0,2,2,0,124
4390,F02,SOTUNGINTIE,25508601,6682559,1.0,14,2011,21,4,0,0,2,4,0,128
4391,F02,SOTUNGINTIE,25508601,6682559,1.0,15,2011,24,7,2,1,2,2,0,203
4392,F02,SOTUNGINTIE,25508601,6682559,1.0,16,2011,5,1,0,1,1,0,0,225
4396,F02,SOTUNGINTIE,25508601,6682559,1.0,17,2011,15,1,0,0,1,0,0,270
4400,F02,SOTUNGINTIE,25508601,6682559,1.0,18,2011,12,2,1,0,1,1,0,175
4404,F02,SOTUNGINTIE,25508601,6682559,1.0,19,2011,21,3,0,0,1,3,0,154
4405,F02,SOTUNGINTIE,25508601,6682559,1.0,20,2011,15,2,0,0,0,0,0,102
4406,F02,SOTUNGINTIE,25508601,6682559,1.0,21,2011,8,0,0,0,0,0,0,48
4407,F02,SOTUNGINTIE,25508601,6682559,1.0,22,2011,4,0,0,0,0,0,0,24
4408,F02,SOTUNGINTIE,25508601,6682559,1.0,23,2011,2,0,0,0,0,0,0,12
4409,F02,SOTUNGINTIE,25508601,6682559,1.0,24,2011,2,0,0,0,0,0,0,12
4410,F02,SOTUNGINTIE,25508601,6682559,2.0,1,2011,3,0,0,0,0,0,0,18
4411,F02,SOTUNGINTIE,25508601,6682559,2.0,2,2011,2,0,0,0,0,0,0,12
4412,F02,SOTUNGINTIE,25508601,6682559,2.0,3,2011,1,0,0,0,0,0,0,6
4413,F02,SOTUNGINTIE,25508601,6682559,2.0,4,2011,0,0,0,0,0,0,0,0
4414,F02,SOTUNGINTIE,25508601,6682559,2.0,5,2011,0,0,0,0,0,0,0,0
4415,F02,SOTUNGINTIE,25508601,6682559,2.0,6,2011,1,0,0,0,0,0,0,6
4416,F02,SOTUNGINTIE,25508601,6682559,2.0,7,2011,0,0,0,0,0,0,0,20
4420,F02,SOTUNGINTIE,25508601,6682559,2.0,8,2011,2,2,0,0,0,0,0,91
4424,F02,SOTUNGINTIE,25508601,6682559,2.0,9,2011,3,1,0,0,1,1,0,150
4428,F02,SOTUNGINTIE,25508601,6682559,2.0,10,2011,17,4,3,0,1,1,0,114
4429,F02,SOTUNGINTIE,25508601,6682559,2.0,11,2011,16,4,3,0,0,0,0,95
4430,F02,SOTUNGINTIE,25508601,6682559,2.0,12,2011,20,1,2,0,0,0,0,110
4431,F02,SOTUNGINTIE,25508601,6682559,2.0,13,2011,22,0,2,0,0,0,0,121
4432,F02,SOTUNGINTIE,25508601,6682559,2.0,14,2011,20,3,0,0,2,2,0,128
4433,F02,SOTUNGINTIE,25508601,6682559,2.0,15,2011,30,4,0,0,1,5,0,191
4434,F02,SOTUNGINTIE,25508601,6682559,2.0,16,2011,4,2,1,0,1,1,0,274
4438,F02,SOTUNGINTIE,25508601,6682559,2.0,17,2011,22,2,1,0,1,0,0,440
4442,F02,SOTUNGINTIE,25508601,6682559,2.0,18,2011,14,0,0,0,1,1,0,238
4446,F02,SOTUNGINTIE,25508601,6682559,2.0,19,2011,41,1,2,0,1,1,0,160
4447,F02,SOTUNGINTIE,25508601,6682559,2.0,20,2011,20,3,0,0,0,0,0,118
4448,F02,SOTUNGINTIE,25508601,6682559,2.0,21,2011,10,0,0,0,0,0,0,60
4449,F02,SOTUNGINTIE,25508601,6682559,2.0,22,2011,5,0,0,0,0,0,0,30
4450,F02,SOTUNGINTIE,25508601,6682559,2.0,23,2011,2,0,0,0,0,0,0,12
4451,F02,SOTUNGINTIE,25508601,6682559,2.0,24,2011,2,1,0,0,0,0,0,18
4452,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,1,2011,50,10,0,0,0,0,0,364
4453,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,2,2011,40,2,0,0,0,0,0,252
4454,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,3,2011,30,2,0,0,0,0,0,192
4455,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,4,2011,20,0,0,0,0,0,0,120
4456,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,5,2011,10,2,0,0,0,0,0,72
4457,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,6,2011,20,0,0,0,0,0,0,120
4458,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,7,2011,30,3,0,0,0,0,0,2787
4462,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,8,2011,200,31,9,9,5,0,0,12113
4466,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,9,2011,467,36,10,11,1,3,0,10649
4470,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,10,2011,738,126,26,62,9,5,0,5866
4471,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,11,2011,490,93,24,48,4,4,0,4298
4472,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,12,2011,455,94,22,47,7,8,0,4325
4473,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,13,2011,497,83,28,65,8,5,0,4436
4474,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,14,2011,524,62,17,69,5,4,0,4399
4475,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,15,2011,551,57,33,77,8,4,0,4947
4476,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,16,2011,168,30,3,19,2,0,0,6181
4480,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,17,2011,225,23,7,12,1,0,0,6999
4484,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,18,2011,157,20,8,20,1,2,0,5937
4488,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,19,2011,499,59,9,54,13,1,0,4513
4489,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,20,2011,395,30,7,40,8,1,0,3096
4490,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,21,2011,300,20,4,20,4,1,0,2100
4491,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,22,2011,200,10,3,10,2,1,0,1358
4492,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,23,2011,100,5,2,4,1,0,0,676
4493,F03,PORVOONVÄYLÄ 1,25508066,6683191,1.0,24,2011,50,2,1,2,0,0,0,334
4494,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,1,2011,40,10,0,0,0,0,0,300
4495,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,2,2011,15,2,0,0,0,0,0,102
4496,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,3,2011,10,2,0,0,0,0,0,72
4497,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,4,2011,8,0,0,0,0,0,0,48
4498,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,5,2011,5,0,0,0,0,0,0,30
4499,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,6,2011,8,2,0,0,0,0,0,60
4500,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,7,2011,8,2,0,0,0,0,0,754
4504,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,8,2011,115,23,3,6,1,0,0,5339
4508,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,9,2011,154,21,9,15,2,0,0,5286
4512,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,10,2011,482,84,29,76,10,3,0,4300
4513,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,11,2011,487,77,28,62,8,1,0,4127
4514,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,12,2011,460,86,24,65,6,4,0,4401
4515,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,13,2011,494,82,42,73,15,6,0,4269
4516,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,14,2011,480,96,38,81,7,1,0,4124
4517,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,15,2011,684,127,30,74,11,4,0,5384
4518,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,16,2011,225,35,7,15,3,0,0,8695
4522,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,17,2011,397,46,7,16,2,2,0,11379
4526,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,18,2011,367,29,8,14,2,1,0,8479
4530,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,19,2011,696,72,18,42,4,10,0,5097
4531,F03,PORVOONVÄYLÄ 1,25508066,6683191,2.0,20,2011,482,40,9,20,2,5,0,3338
