,piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
2372,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,12,2011,1007,225,109,39,19,5,0,8699
2373,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,13,2011,1010,218,112,67,22,12,0,8811
2374,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,14,2011,1053,156,91,38,21,14,0,8696
2375,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,15,2011,1172,142,107,55,30,11,0,9451
2376,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,16,2011,315,44,14,8,9,9,0,12222
2380,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,17,2011,469,31,12,9,5,9,0,14062
2384,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,18,2011,445,26,6,15,7,9,0,12146
2388,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,19,2011,1318,99,26,14,20,38,0,9115
2389,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,20,2011,1106,73,30,6,34,0,0,7000
2390,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,21,2011,907,59,19,6,19,0,0,5942
2391,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,22,2011,580,37,13,4,13,0,0,3893
2392,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,23,2011,336,22,7,2,7,0,0,2349
2393,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,1.0,24,2011,147,10,3,1,3,0,0,1073
2394,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,1,2011,184,14,5,0,3,0,0,955
2395,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,2,2011,78,6,2,0,2,0,0,672
2396,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,3,2011,67,5,1,0,1,0,0,417
2397,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,4,2011,53,4,1,0,1,0,0,429
2398,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,5,2011,77,5,1,0,1,0,0,547
2399,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,6,2011,203,15,5,1,5,0,0,1449
2400,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,7,2011,80,5,3,1,5,0,0,5757
2404,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,8,2011,310,45,21,14,10,4,0,11287
2408,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,9,2011,474,34,22,15,3,8,0,11725
2412,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,10,2011,1077,164,104,40,24,17,0,8514
2413,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,11,2011,968,176,97,59,14,13,0,7998
2414,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,12,2011,963,169,101,53,16,14,0,8382
2415,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,13,2011,1043,151,105,42,18,13,0,8699
2416,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,14,2011,1188,215,109,38,28,11,0,9855
2417,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,15,2011,1554,262,122,46,30,25,0,12828
2418,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,16,2011,516,73,29,10,0,10,0,20575
2422,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,17,2011,787,79,26,5,9,8,0,20585
2426,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,18,2011,664,65,20,15,18,18,0,16077
2430,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,19,2011,1507,143,40,19,24,36,0,10498
2431,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,20,2011,1111,83,18,10,25,4,0,7817
2432,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,21,2011,988,67,23,6,21,0,0,6606
2433,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,22,2011,916,64,22,5,20,0,0,6029
2434,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,23,2011,414,28,10,2,10,0,0,3235
2435,C08,HÄMEENLINNANVÄYLÄ,25493193,6683064,2.0,24,2011,272,19,6,1,6,0,0,1507
2436,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,1,2011,247,13,3,1,3,0,0,2077
2437,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,2,2011,213,11,3,2,3,0,0,1038
2438,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,3,2011,95,4,1,1,1,0,0,651
2439,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,4,2011,122,7,1,1,1,0,0,712
2440,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,5,2011,202,12,3,1,3,0,0,1513
2441,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,6,2011,715,49,11,6,11,0,0,5187
2442,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,7,2011,309,32,13,6,2,1,0,20756
2446,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,8,2011,831,71,26,8,12,3,0,23847
2450,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,9,2011,747,49,16,4,15,0,0,19553
2454,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,10,2011,1605,298,140,47,38,6,0,13302
2455,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,11,2011,1237,268,129,57,33,0,0,10321
2456,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,12,2011,1297,227,106,70,25,7,0,10813
2457,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,13,2011,1479,234,114,58,28,3,0,11291
2458,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,14,2011,1431,192,130,73,33,0,0,10866
2459,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,15,2011,1570,233,77,80,41,2,0,11927
2460,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,16,2011,528,112,11,22,12,0,0,16336
2464,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,17,2011,1129,141,40,10,34,6,0,18901
2468,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,18,2011,492,38,18,6,12,0,0,15041
2472,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,19,2011,1682,103,22,34,30,5,0,11176
2473,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,20,2011,1475,87,15,27,20,0,0,9899
2474,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,21,2011,1248,60,27,17,27,0,0,7755
2475,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,22,2011,917,38,19,10,19,0,0,5758
2476,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,23,2011,644,31,13,9,13,0,0,4170
2477,C09,TUUSULANVÄYLÄ,25498187,6683494,1.0,24,2011,522,20,9,5,9,0,0,3572
2478,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,1,2011,200,11,4,3,4,0,0,1961
2479,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,2,2011,154,9,3,1,1,0,0,1152
2480,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,3,2011,114,7,3,1,1,0,0,712
2481,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,4,2011,127,6,1,1,1,0,0,898
2482,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,5,2011,245,15,5,2,5,0,0,1855
2483,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,6,2011,740,44,15,7,14,0,0,5058
2484,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,7,2011,271,20,13,6,5,0,0,11834
2488,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,8,2011,407,33,15,13,5,0,0,14981
2492,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,9,2011,670,78,33,17,5,0,0,16397
2496,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,10,2011,1331,197,93,54,27,7,0,10626
2497,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,11,2011,1167,250,180,89,40,4,0,9755
2498,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,12,2011,1422,212,100,69,30,3,0,11100
2499,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,13,2011,1468,177,137,69,29,4,0,11714
2500,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,14,2011,1777,226,143,91,27,9,0,13537
2501,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,15,2011,2462,328,144,81,42,2,0,18536
2502,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,16,2011,774,89,42,16,10,0,0,24813
2506,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,17,2011,805,85,32,11,12,0,0,22510
2510,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,18,2011,825,64,28,16,2,0,0,18359
2514,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,19,2011,1944,147,32,21,26,5,0,13068
2515,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,20,2011,1460,107,44,29,25,1,0,10290
2516,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,21,2011,1389,83,35,15,22,2,0,8648
2517,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,22,2011,1007,58,20,11,19,1,0,7278
2518,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,23,2011,641,41,12,7,11,0,0,4898
2519,C09,TUUSULANVÄYLÄ,25498187,6683494,2.0,24,2011,512,31,9,2,8,0,0,3405
2520,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,1,2011,44,4,1,0,1,0,0,302
2521,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,2,2011,26,2,1,0,0,0,0,180
2522,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,3,2011,19,1,0,0,0,0,0,126
2523,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,4,2011,15,1,0,0,0,0,0,96
2524,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,5,2011,23,1,1,0,0,0,0,156
2525,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,6,2011,54,4,1,0,1,0,0,363
2526,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,7,2011,14,7,2,0,0,0,0,727
2530,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,8,2011,108,18,14,4,4,1,0,3864
2534,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,9,2011,125,24,15,2,4,1,0,4249
2538,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,10,2011,518,117,59,8,12,2,0,4322
2539,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,11,2011,516,94,53,5,9,1,0,4103
2540,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,12,2011,685,121,70,12,12,5,0,5455
2541,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,13,2011,778,134,56,5,12,7,0,5972
2542,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,14,2011,690,93,65,12,9,4,0,5268
2543,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,15,2011,855,144,63,14,9,7,0,6576
2544,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,16,2011,232,27,12,1,2,0,0,8205
2548,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,17,2011,388,36,8,1,5,4,0,10456
2552,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,18,2011,324,32,9,2,7,4,0,7577
2556,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,19,2011,1051,102,25,7,13,17,0,7260
2557,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,20,2011,505,49,15,1,8,6,0,3496
2558,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,21,2011,348,24,9,4,6,1,0,2378
2559,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,22,2011,240,18,6,2,5,0,0,1643
2560,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,23,2011,120,8,4,1,2,0,0,816
2561,C10,VALIMOT.+KIRKKOT.,25498451,6683675,1.0,24,2011,75,5,2,1,1,0,0,507
2562,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,1,2011,45,4,1,0,1,0,0,308
2563,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,2,2011,21,1,0,0,0,0,0,138
2564,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,3,2011,13,1,0,0,0,0,0,84
2565,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,4,2011,38,2,1,0,0,0,0,248
2566,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,5,2011,31,2,1,0,0,0,0,210
2567,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,6,2011,123,8,2,0,1,0,0,810
2568,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,7,2011,32,4,4,0,2,0,0,1973
2572,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,8,2011,139,21,23,2,1,0,0,6975
2576,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,9,2011,202,39,19,1,8,5,0,5677
2580,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,10,2011,817,121,61,9,12,4,0,6181
2581,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,11,2011,900,161,65,7,13,6,0,6950
2582,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,12,2011,964,159,65,13,13,6,0,7356
2583,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,13,2011,870,155,66,17,7,6,0,6758
2584,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,14,2011,798,161,66,8,8,5,0,6315
2585,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,15,2011,893,151,75,14,15,0,0,6957
2586,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,16,2011,234,37,23,2,2,4,0,8538
2590,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,17,2011,366,31,17,2,7,1,0,8930
2594,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,18,2011,310,23,13,2,4,4,0,7960
2598,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,19,2011,1264,101,25,5,12,9,0,8528
2599,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,20,2011,593,49,8,1,7,0,0,3992
2600,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,21,2011,349,25,7,0,5,0,0,2348
2601,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,22,2011,295,21,6,0,5,0,0,1986
2602,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,23,2011,196,15,5,0,2,0,0,1322
2603,C10,VALIMOT.+KIRKKOT.,25498451,6683675,2.0,24,2011,66,5,1,0,1,0,0,441
2604,C11,SUUTARILANTIE,25500653,6685458,1.0,1,2011,29,3,1,0,1,0,0,159
2605,C11,SUUTARILANTIE,25500653,6685458,1.0,2,2011,18,2,1,0,0,0,0,99
2606,C11,SUUTARILANTIE,25500653,6685458,1.0,3,2011,13,1,0,0,0,0,0,60
2607,C11,SUUTARILANTIE,25500653,6685458,1.0,4,2011,10,1,0,0,0,0,0,57
2608,C11,SUUTARILANTIE,25500653,6685458,1.0,5,2011,15,2,1,0,0,0,0,101
2609,C11,SUUTARILANTIE,25500653,6685458,1.0,6,2011,35,4,1,0,1,0,0,333
2610,C11,SUUTARILANTIE,25500653,6685458,1.0,7,2011,21,6,1,1,2,0,0,1495
2614,C11,SUUTARILANTIE,25500653,6685458,1.0,8,2011,81,47,10,2,1,0,0,2815
2618,C11,SUUTARILANTIE,25500653,6685458,1.0,9,2011,131,32,5,1,0,3,0,2738
2622,C11,SUUTARILANTIE,25500653,6685458,1.0,10,2011,185,103,28,18,1,1,0,1887
2623,C11,SUUTARILANTIE,25500653,6685458,1.0,11,2011,199,109,36,6,4,1,0,1975
2624,C11,SUUTARILANTIE,25500653,6685458,1.0,12,2011,208,89,25,7,2,6,0,2226
2625,C11,SUUTARILANTIE,25500653,6685458,1.0,13,2011,200,87,23,13,6,3,0,2245
2626,C11,SUUTARILANTIE,25500653,6685458,1.0,14,2011,275,100,38,10,3,6,0,2417
2627,C11,SUUTARILANTIE,25500653,6685458,1.0,15,2011,373,109,24,4,4,8,0,2842
2628,C11,SUUTARILANTIE,25500653,6685458,1.0,16,2011,80,28,9,0,0,3,0,3418
2632,C11,SUUTARILANTIE,25500653,6685458,1.0,17,2011,118,24,3,0,1,1,0,4155
2636,C11,SUUTARILANTIE,25500653,6685458,1.0,18,2011,118,14,8,0,1,2,0,2984
2640,C11,SUUTARILANTIE,25500653,6685458,1.0,19,2011,392,42,5,0,6,6,0,2370
2641,C11,SUUTARILANTIE,25500653,6685458,1.0,20,2011,308,33,6,1,6,3,0,2036
2642,C11,SUUTARILANTIE,25500653,6685458,1.0,21,2011,223,23,7,1,6,0,0,1487
2643,C11,SUUTARILANTIE,25500653,6685458,1.0,22,2011,154,16,5,1,4,0,0,977
2644,C11,SUUTARILANTIE,25500653,6685458,1.0,23,2011,77,8,3,0,2,0,0,516
2645,C11,SUUTARILANTIE,25500653,6685458,1.0,24,2011,47,5,2,0,1,0,0,261
2646,C11,SUUTARILANTIE,25500653,6685458,2.0,1,2011,20,2,1,0,1,0,0,93
2647,C11,SUUTARILANTIE,25500653,6685458,2.0,2,2011,10,1,0,0,0,0,0,59
2648,C11,SUUTARILANTIE,25500653,6685458,2.0,3,2011,6,1,0,0,0,0,0,46
2649,C11,SUUTARILANTIE,25500653,6685458,2.0,4,2011,17,2,1,0,1,0,0,73
2650,C11,SUUTARILANTIE,25500653,6685458,2.0,5,2011,14,2,0,0,0,0,0,137
2651,C11,SUUTARILANTIE,25500653,6685458,2.0,6,2011,54,5,2,0,2,0,0,493
2652,C11,SUUTARILANTIE,25500653,6685458,2.0,7,2011,19,5,3,3,2,0,0,1658
2656,C11,SUUTARILANTIE,25500653,6685458,2.0,8,2011,87,21,4,1,0,0,0,3196
2660,C11,SUUTARILANTIE,25500653,6685458,2.0,9,2011,122,27,9,3,1,0,0,2919
2664,C11,SUUTARILANTIE,25500653,6685458,2.0,10,2011,278,110,21,7,4,3,0,2354
2665,C11,SUUTARILANTIE,25500653,6685458,2.0,11,2011,215,101,31,3,0,4,0,2175
2666,C11,SUUTARILANTIE,25500653,6685458,2.0,12,2011,267,111,33,5,4,6,0,2372
2667,C11,SUUTARILANTIE,25500653,6685458,2.0,13,2011,256,95,19,7,2,5,0,2202
2668,C11,SUUTARILANTIE,25500653,6685458,2.0,14,2011,236,90,26,9,2,4,0,2366
2669,C11,SUUTARILANTIE,25500653,6685458,2.0,15,2011,246,94,35,6,3,4,0,2504
2670,C11,SUUTARILANTIE,25500653,6685458,2.0,16,2011,73,26,4,1,0,0,0,3292
2674,C11,SUUTARILANTIE,25500653,6685458,2.0,17,2011,101,20,5,1,1,2,0,3240
2678,C11,SUUTARILANTIE,25500653,6685458,2.0,18,2011,94,9,0,0,0,0,0,2450
2682,C11,SUUTARILANTIE,25500653,6685458,2.0,19,2011,256,41,4,0,2,0,0,2021
2683,C11,SUUTARILANTIE,25500653,6685458,2.0,20,2011,205,29,5,1,4,0,0,1513
2684,C11,SUUTARILANTIE,25500653,6685458,2.0,21,2011,153,17,5,1,5,0,0,975
2685,C11,SUUTARILANTIE,25500653,6685458,2.0,22,2011,130,14,4,1,4,0,0,696
2686,C11,SUUTARILANTIE,25500653,6685458,2.0,23,2011,85,9,3,1,3,0,0,359
2687,C11,SUUTARILANTIE,25500653,6685458,2.0,24,2011,29,3,1,0,1,0,0,178
2688,C12,TIKKURITIE,25501584,6685407,1.0,1,2011,38,4,1,0,1,0,0,248
2689,C12,TIKKURITIE,25501584,6685407,1.0,2,2011,30,2,0,0,0,0,0,158
2690,C12,TIKKURITIE,25501584,6685407,1.0,3,2011,19,2,0,0,0,0,0,92
2691,C12,TIKKURITIE,25501584,6685407,1.0,4,2011,22,2,0,0,1,0,0,79
2692,C12,TIKKURITIE,25501584,6685407,1.0,5,2011,17,1,0,0,1,0,0,90
2693,C12,TIKKURITIE,25501584,6685407,1.0,6,2011,69,6,1,0,1,0,0,426
2694,C12,TIKKURITIE,25501584,6685407,1.0,7,2011,22,14,3,1,4,0,0,1551
2698,C12,TIKKURITIE,25501584,6685407,1.0,8,2011,51,8,3,0,1,0,0,2387
2702,C12,TIKKURITIE,25501584,6685407,1.0,9,2011,83,21,3,1,3,9,0,2195
2706,C12,TIKKURITIE,25501584,6685407,1.0,10,2011,208,55,15,4,5,2,0,1703
2707,C12,TIKKURITIE,25501584,6685407,1.0,11,2011,237,66,21,5,4,8,0,1732
2708,C12,TIKKURITIE,25501584,6685407,1.0,12,2011,260,87,12,1,4,2,0,2052
2709,C12,TIKKURITIE,25501584,6685407,1.0,13,2011,257,79,17,0,5,0,0,1983
2710,C12,TIKKURITIE,25501584,6685407,1.0,14,2011,246,64,18,0,5,10,0,2117
2711,C12,TIKKURITIE,25501584,6685407,1.0,15,2011,313,58,21,4,7,16,0,2390
2712,C12,TIKKURITIE,25501584,6685407,1.0,16,2011,80,17,3,1,2,4,0,3217
2716,C12,TIKKURITIE,25501584,6685407,1.0,17,2011,128,11,1,0,2,2,0,3507
2720,C12,TIKKURITIE,25501584,6685407,1.0,18,2011,110,4,0,0,1,4,0,2970
2724,C12,TIKKURITIE,25501584,6685407,1.0,19,2011,410,29,7,0,4,19,0,2717
2725,C12,TIKKURITIE,25501584,6685407,1.0,20,2011,385,29,4,3,3,15,0,2413
2726,C12,TIKKURITIE,25501584,6685407,1.0,21,2011,300,20,5,0,8,3,0,1976
2727,C12,TIKKURITIE,25501584,6685407,1.0,22,2011,168,15,3,0,5,0,0,1359
2728,C12,TIKKURITIE,25501584,6685407,1.0,23,2011,107,10,2,0,3,0,0,710
2729,C12,TIKKURITIE,25501584,6685407,1.0,24,2011,44,4,1,0,1,0,0,358
2730,C12,TIKKURITIE,25501584,6685407,2.0,1,2011,44,3,1,0,1,0,0,239
2731,C12,TIKKURITIE,25501584,6685407,2.0,2,2011,23,2,0,0,1,0,0,173
2732,C12,TIKKURITIE,25501584,6685407,2.0,3,2011,18,1,0,0,0,0,0,113
2733,C12,TIKKURITIE,25501584,6685407,2.0,4,2011,24,2,0,0,0,0,0,105
2734,C12,TIKKURITIE,25501584,6685407,2.0,5,2011,30,2,1,0,1,0,0,200
2735,C12,TIKKURITIE,25501584,6685407,2.0,6,2011,86,8,2,0,2,0,0,482
2736,C12,TIKKURITIE,25501584,6685407,2.0,7,2011,26,6,6,3,6,0,0,1656
2740,C12,TIKKURITIE,25501584,6685407,2.0,8,2011,85,6,3,0,0,2,0,3009
2744,C12,TIKKURITIE,25501584,6685407,2.0,9,2011,95,24,8,0,2,4,0,2966
2748,C12,TIKKURITIE,25501584,6685407,2.0,10,2011,258,64,13,5,13,6,0,2307
2749,C12,TIKKURITIE,25501584,6685407,2.0,11,2011,232,52,20,4,7,5,0,2089
2750,C12,TIKKURITIE,25501584,6685407,2.0,12,2011,279,59,18,1,4,6,0,2187
2751,C12,TIKKURITIE,25501584,6685407,2.0,13,2011,293,64,22,4,4,10,0,2251
2752,C12,TIKKURITIE,25501584,6685407,2.0,14,2011,285,59,19,0,11,5,0,2317
2753,C12,TIKKURITIE,25501584,6685407,2.0,15,2011,308,74,24,5,10,11,0,2604
2754,C12,TIKKURITIE,25501584,6685407,2.0,16,2011,106,19,1,0,3,2,0,3285
2758,C12,TIKKURITIE,25501584,6685407,2.0,17,2011,153,20,4,0,2,3,0,3829
2762,C12,TIKKURITIE,25501584,6685407,2.0,18,2011,114,11,3,1,1,1,0,3135
2766,C12,TIKKURITIE,25501584,6685407,2.0,19,2011,410,26,5,1,7,14,0,2747
2767,C12,TIKKURITIE,25501584,6685407,2.0,20,2011,271,42,4,2,11,1,0,2178
2768,C12,TIKKURITIE,25501584,6685407,2.0,21,2011,280,23,5,0,6,0,0,1698
2769,C12,TIKKURITIE,25501584,6685407,2.0,22,2011,159,12,3,0,4,0,0,1272
2770,C12,TIKKURITIE,25501584,6685407,2.0,23,2011,71,6,1,0,1,0,0,650
2771,C12,TIKKURITIE,25501584,6685407,2.0,24,2011,52,4,1,0,1,0,0,416
2772,C13,VANHA PORVOONTIE,25504251,6684609,1.0,1,2011,22,3,1,0,0,0,0,133
2773,C13,VANHA PORVOONTIE,25504251,6684609,1.0,2,2011,14,2,1,0,0,0,0,98
2774,C13,VANHA PORVOONTIE,25504251,6684609,1.0,3,2011,11,1,0,0,0,0,0,68
2775,C13,VANHA PORVOONTIE,25504251,6684609,1.0,4,2011,14,1,1,0,0,0,0,83
2776,C13,VANHA PORVOONTIE,25504251,6684609,1.0,5,2011,23,3,1,0,0,0,0,174
2777,C13,VANHA PORVOONTIE,25504251,6684609,1.0,6,2011,71,10,4,1,1,0,0,565
2778,C13,VANHA PORVOONTIE,25504251,6684609,1.0,7,2011,42,4,4,0,0,0,0,2918
2782,C13,VANHA PORVOONTIE,25504251,6684609,1.0,8,2011,113,38,8,0,1,5,0,4033
2786,C13,VANHA PORVOONTIE,25504251,6684609,1.0,9,2011,105,29,8,1,0,3,0,3168
2790,C13,VANHA PORVOONTIE,25504251,6684609,1.0,10,2011,196,75,38,9,0,6,0,2100
2791,C13,VANHA PORVOONTIE,25504251,6684609,1.0,11,2011,200,62,41,10,1,6,0,1981
2792,C13,VANHA PORVOONTIE,25504251,6684609,1.0,12,2011,248,97,33,8,0,3,0,2279
2793,C13,VANHA PORVOONTIE,25504251,6684609,1.0,13,2011,227,79,37,7,1,2,0,2248
2794,C13,VANHA PORVOONTIE,25504251,6684609,1.0,14,2011,278,71,16,1,5,8,0,2440
2795,C13,VANHA PORVOONTIE,25504251,6684609,1.0,15,2011,355,78,12,1,8,7,0,2859
2796,C13,VANHA PORVOONTIE,25504251,6684609,1.0,16,2011,99,18,4,3,3,1,0,3668
2800,C13,VANHA PORVOONTIE,25504251,6684609,1.0,17,2011,130,22,4,0,1,7,0,3580
2804,C13,VANHA PORVOONTIE,25504251,6684609,1.0,18,2011,111,9,3,0,2,3,0,2784
2808,C13,VANHA PORVOONTIE,25504251,6684609,1.0,19,2011,305,19,4,1,5,14,0,2315
2809,C13,VANHA PORVOONTIE,25504251,6684609,1.0,20,2011,237,45,8,0,15,0,0,1804
2810,C13,VANHA PORVOONTIE,25504251,6684609,1.0,21,2011,189,24,10,1,2,0,0,1498
2811,C13,VANHA PORVOONTIE,25504251,6684609,1.0,22,2011,140,19,7,1,1,0,0,909
2812,C13,VANHA PORVOONTIE,25504251,6684609,1.0,23,2011,79,10,4,1,1,0,0,545
2813,C13,VANHA PORVOONTIE,25504251,6684609,1.0,24,2011,39,6,2,0,0,0,0,232
2814,C13,VANHA PORVOONTIE,25504251,6684609,2.0,1,2011,16,1,1,0,0,0,0,108
2815,C13,VANHA PORVOONTIE,25504251,6684609,2.0,2,2011,17,1,1,0,0,0,0,99
2816,C13,VANHA PORVOONTIE,25504251,6684609,2.0,3,2011,10,1,1,0,0,0,0,85
2817,C13,VANHA PORVOONTIE,25504251,6684609,2.0,4,2011,11,1,1,0,0,0,0,95
2818,C13,VANHA PORVOONTIE,25504251,6684609,2.0,5,2011,23,2,1,0,0,0,0,170
2819,C13,VANHA PORVOONTIE,25504251,6684609,2.0,6,2011,98,11,5,2,2,0,0,674
