piste,nimi,x_gk25,y_gk25,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot,road-usage-index,Onnett_id,Vuosi,Kk,Kuolleet,Loukkaant,Vakavuusko,Tunti,Ontyyppi,Onluokka,Osallkm,Nopraj,Kvl,Raskaskvl,Tietyö,Katuosoite,accident-index
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6924674,2014,7,0,1,2,17,82,1,1,80,2511.0,170.0,E,KEHÄ 1,1347
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6524223,2014,2,0,0,0,17,84,1,1,80,12755.0,700.0,E,KEHÄ 1,1371
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6650683,2014,2,0,0,0,17,4,3,2,50,12743.0,499.0,E,KEHÄ 1,1392
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6760390,2014,10,0,0,0,17,86,1,1,80,6296.0,228.0,E,KEHÄ 1,1393
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6663771,2014,12,0,0,0,17,30,2,2,50,7973.0,248.0,E,KEHÄ 1,1400
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6917872,2014,8,0,0,0,17,8,6,3,80,5234.0,235.0,E,KEHÄ 1,1402
C05,KEHÄ 1,25491021,6679686,17,2014,5915,535,161,78,29,13,0,6718,3400,6761222,2014,5,0,0,0,17,12,2,2,80,3484.0,119.0,E,KEHÄ 1,1409
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6695621,2014,3,0,0,0,18,6,6,2,80,68482.0,3633.0,E,KEHÄ 1,1188
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6783473,2014,9,0,0,0,18,8,6,2,80,80149.0,4220.0,E,KEHÄ 1,1194
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6664143,2014,12,0,0,0,18,6,6,3,80,80149.0,4220.0,E,KEHÄ 1,1202
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6681468,2014,12,0,0,0,18,2,3,2,80,90678.0,3721.0,E,KEHÄ 1,1213
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6771517,2014,4,0,0,0,18,8,6,3,80,89410.0,3757.0,E,KEHÄ 1,1216
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6893429,2014,9,0,0,0,18,3,3,2,80,89410.0,3757.0,E,KEHÄ 1,1220
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6651442,2014,10,0,0,0,18,7,6,2,80,90513.0,3747.0,E,KEHÄ 1,1231
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6819631,2014,6,0,0,0,18,8,6,2,60,43834.0,2442.0,E,KEHÄ 1,1253
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6806120,2014,7,0,0,0,18,8,6,2,50,43834.0,2442.0,E,KEHÄ 1,1257
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6681833,2014,1,0,0,0,18,4,3,2,50,43834.0,2442.0,E,KEHÄ 1,1259
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6650660,2014,2,0,0,0,18,6,6,2,60,21352.0,1132.0,E,KEHÄ 1,1281
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6664227,2014,11,0,0,0,18,7,6,2,40,4223.0,78.0,E,KEHÄ 1,1396
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6570561,2014,2,0,0,0,18,8,6,2,50,9952.0,426.0,E,KEHÄ 1,1403
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6713563,2014,3,0,0,0,18,3,3,2,80,2911.0,32.0,E,KEHÄ 1,1416
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6923381,2014,7,0,0,0,18,86,1,1,80,2911.0,32.0,E,KEHÄ 1,1417
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6793790,2014,6,0,0,0,18,6,6,2,80,13163.0,321.0,E,KEHÄ 1,1418
C05,KEHÄ 1,25491021,6679686,18,2014,5345,417,138,73,14,17,0,5987,3401,6846833,2014,9,0,0,0,18,7,6,2,80,2828.0,263.0,E,KEHÄ 1,1422
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6651195,2014,11,0,4,2,19,6,6,8,100,47953.0,3086.0,E,KEHÄ 1,1120
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6883905,2014,9,0,0,0,19,6,6,2,80,80149.0,4220.0,E,KEHÄ 1,1197
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6682257,2014,10,0,0,0,19,4,3,2,80,90513.0,3747.0,E,KEHÄ 1,1230
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6819440,2014,6,0,0,0,19,4,3,2,60,43834.0,2442.0,E,KEHÄ 1,1256
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6651785,2014,12,0,0,0,19,36,2,2,50,13245.0,676.0,E,KEHÄ 1,1304
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6839129,2014,9,0,0,0,19,82,1,1,80,3306.0,143.0,E,KEHÄ 1,1345
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6736098,2014,4,0,1,2,19,34,8,2,50,2888.0,157.0,E,KEHÄ 1,1399
C05,KEHÄ 1,25491021,6679686,19,2014,4042,303,123,71,20,23,0,4559,3402,6760406,2014,10,0,0,0,19,89,1,1,80,13163.0,321.0,E,KEHÄ 1,1420
C05,KEHÄ 1,25491021,6679686,20,2014,3054,341,65,53,14,5,0,3527,3403,6612753,2014,3,0,0,0,20,89,1,1,80,90678.0,3721.0,E,KEHÄ 1,1210
C05,KEHÄ 1,25491021,6679686,20,2014,3054,341,65,53,14,5,0,3527,3403,6861612,2014,8,0,0,0,20,4,3,2,80,89410.0,3757.0,E,KEHÄ 1,1217
C05,KEHÄ 1,25491021,6679686,20,2014,3054,341,65,53,14,5,0,3527,3403,6502822,2014,1,0,0,0,20,3,3,2,50,43834.0,2442.0,E,KEHÄ 1,1252
C05,KEHÄ 1,25491021,6679686,20,2014,3054,341,65,53,14,5,0,3527,3403,6922492,2014,7,0,0,0,20,86,1,1,80,3920.0,240.0,E,KEHÄ 1,1353
C05,KEHÄ 1,25491021,6679686,21,2014,2539,162,55,21,11,5,0,2788,3404,6875050,2014,6,0,0,0,21,0,3,2,70,53423.0,2613.0,E,KEHÄ 1,1251
C05,KEHÄ 1,25491021,6679686,21,2014,2539,162,55,21,11,5,0,2788,3404,6628466,2014,4,0,0,0,21,96,13,2,50,43834.0,2442.0,E,KEHÄ 1,1267
C05,KEHÄ 1,25491021,6679686,22,2014,1787,115,39,14,9,3,0,1964,3405,6628129,2014,11,0,0,0,22,14,13,2,80,56563.0,3220.0,E,KEHÄ 1,1242
C05,KEHÄ 1,25491021,6679686,22,2014,1787,115,39,14,9,3,0,1964,3405,6910392,2014,5,0,0,0,22,86,1,1,50,5186.0,108.0,E,KEHÄ 1,1404
C05,KEHÄ 1,25491021,6679686,22,2014,1787,115,39,14,9,3,0,1964,3405,6532235,2014,12,0,0,0,22,89,1,1,80,4292.0,451.0,E,KEHÄ 1,1411
C05,KEHÄ 1,25491021,6679686,23,2014,1090,67,21,7,5,3,0,1190,3406,6628471,2014,3,0,1,2,23,93,1,1,80,67757.0,4093.0,E,KEHÄ 1,1154
C05,KEHÄ 1,25491021,6679686,23,2014,1090,67,21,7,5,3,0,1190,3406,6523790,2014,12,0,1,2,23,81,1,1,80,90513.0,3747.0,E,KEHÄ 1,1228
C05,KEHÄ 1,25491021,6679686,23,2014,1090,67,21,7,5,3,0,1190,3406,6806200,2014,8,0,1,2,23,99,13,1,80,90513.0,3747.0,E,KEHÄ 1,1229
C05,KEHÄ 1,25491021,6679686,24,2014,623,41,12,5,2,3,0,683,3407,6691560,2014,1,0,0,0,24,9,13,2,80,2621.0,133.0,E,KEHÄ 1,1348
C05,KEHÄ 1,25491021,6679686,6,2015,1332,84,29,12,5,0,0,1462,3413,6663979,2015,2,0,0,0,6,2,3,2,100,70000.0,4000.0,E,KEHÄ 1,2093
C05,KEHÄ 1,25491021,6679686,6,2015,1332,84,29,12,5,0,0,1462,3413,6842926,2015,7,0,0,0,6,4,3,2,80,90036.0,3708.0,E,KEHÄ 1,2213
C05,KEHÄ 1,25491021,6679686,6,2015,1332,84,29,12,5,0,0,1462,3413,6736559,2015,5,0,0,0,6,90,11,2,80,66919.0,3403.0,E,KEHÄ 1,2244
C05,KEHÄ 1,25491021,6679686,6,2015,1332,84,29,12,5,0,0,1462,3413,6769757,2015,6,0,0,0,6,81,1,1,60,44141.0,2410.0,E,KEHÄ 1,2263
C05,KEHÄ 1,25491021,6679686,7,2015,4865,299,230,82,10,6,0,5486,3414,6770613,2015,9,0,0,0,7,9,13,3,80,90952.0,3556.0,E,KEHÄ 1,2223
C05,KEHÄ 1,25491021,6679686,7,2015,4865,299,230,82,10,6,0,5486,3414,6544498,2015,10,0,0,0,7,9,13,2,80,61049.0,3356.0,E,KEHÄ 1,2249
C05,KEHÄ 1,25491021,6679686,7,2015,4865,299,230,82,10,6,0,5486,3414,6688376,2015,11,0,0,0,7,2,3,2,50,53797.0,2579.0,K,KEHÄ 1,2252
C05,KEHÄ 1,25491021,6679686,7,2015,4865,299,230,82,10,6,0,5486,3414,6664815,2015,11,0,0,0,7,49,4,3,50,44141.0,2410.0,E,KEHÄ 1,2271
C05,KEHÄ 1,25491021,6679686,8,2015,6297,561,189,45,20,23,0,7112,3415,6718508,2015,11,0,0,0,8,6,6,3,80,81779.0,4083.0,E,KEHÄ 1,2179
C05,KEHÄ 1,25491021,6679686,8,2015,6297,561,189,45,20,23,0,7112,3415,6663833,2015,2,0,0,0,8,4,3,2,80,90952.0,3556.0,E,KEHÄ 1,2227
C05,KEHÄ 1,25491021,6679686,8,2015,6297,561,189,45,20,23,0,7112,3415,6789317,2015,9,0,0,0,8,3,3,2,80,67971.0,3615.0,E,KEHÄ 1,2229
C05,KEHÄ 1,25491021,6679686,8,2015,6297,561,189,45,20,23,0,7112,3415,6756952,2015,5,0,0,0,8,9,13,2,50,53797.0,2579.0,K,KEHÄ 1,2255
C05,KEHÄ 1,25491021,6679686,8,2015,6297,561,189,45,20,23,0,7112,3415,6742411,2015,10,0,0,0,8,4,3,2,50,4897.0,297.0,E,KEHÄ 1,2386
C05,KEHÄ 1,25491021,6679686,8,2015,6297,561,189,45,20,23,0,7112,3415,6621675,2015,10,0,0,0,8,82,1,1,80,6404.0,810.0,E,KEHÄ 1,2397
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6682475,2015,2,0,0,0,9,4,3,2,80,69859.0,3441.0,E,KEHÄ 1,2176
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6696450,2015,2,0,0,0,9,8,6,2,80,90952.0,3556.0,K,KEHÄ 1,2220
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6771879,2015,5,0,0,0,9,3,3,2,80,90952.0,3556.0,E,KEHÄ 1,2224
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6791418,2015,9,0,0,0,9,3,3,2,80,67971.0,3615.0,E,KEHÄ 1,2237
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6818687,2015,5,0,0,0,9,90,11,2,80,67971.0,3615.0,E,KEHÄ 1,2238
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6722291,2015,4,0,0,0,9,6,6,2,60,53797.0,2579.0,K,KEHÄ 1,2257
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6884992,2015,8,0,0,0,9,2,3,2,80,21021.0,1060.0,E,KEHÄ 1,2282
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6629686,2015,3,0,0,0,9,83,1,1,80,8072.0,423.0,E,KEHÄ 1,2360
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6815015,2015,6,0,1,2,9,80,1,1,80,4254.0,97.0,E,KEHÄ 1,2382
C05,KEHÄ 1,25491021,6679686,9,2015,6666,491,228,85,18,18,0,7488,3416,6869034,2015,7,0,0,0,9,6,6,3,80,4247.0,116.0,E,KEHÄ 1,2384
C05,KEHÄ 1,25491021,6679686,10,2015,4451,688,380,130,34,8,0,5683,3417,6571276,2015,2,0,0,0,10,4,3,2,80,67971.0,3615.0,E,KEHÄ 1,2234
C05,KEHÄ 1,25491021,6679686,10,2015,4451,688,380,130,34,8,0,5683,3417,6716549,2015,11,0,0,0,10,6,6,2,80,3306.0,143.0,E,KEHÄ 1,2346
C05,KEHÄ 1,25491021,6679686,11,2015,2805,576,337,123,24,14,0,3865,3418,6629506,2015,1,0,0,0,11,3,3,2,80,91612.0,3584.0,E,KEHÄ 1,2209
C05,KEHÄ 1,25491021,6679686,11,2015,2805,576,337,123,24,14,0,3865,3418,6611809,2015,3,0,0,0,11,4,3,2,80,53797.0,2579.0,E,KEHÄ 1,2256
C05,KEHÄ 1,25491021,6679686,12,2015,2956,552,351,102,15,11,0,3976,3419,6846750,2015,5,0,0,0,12,3,3,3,80,69859.0,3441.0,E,KEHÄ 1,2178
C05,KEHÄ 1,25491021,6679686,12,2015,2956,552,351,102,15,11,0,3976,3419,6789501,2015,9,0,0,0,12,4,3,2,80,81779.0,4083.0,E,KEHÄ 1,2199
C05,KEHÄ 1,25491021,6679686,12,2015,2956,552,351,102,15,11,0,3976,3419,6789541,2015,9,0,0,0,12,2,3,2,80,91612.0,3584.0,E,KEHÄ 1,2210
C05,KEHÄ 1,25491021,6679686,12,2015,2956,552,351,102,15,11,0,3976,3419,6742452,2015,10,0,0,0,12,3,3,2,80,67971.0,3615.0,E,KEHÄ 1,2230
C05,KEHÄ 1,25491021,6679686,12,2015,2956,552,351,102,15,11,0,3976,3419,6783182,2015,6,0,1,2,12,82,1,1,80,3920.0,240.0,E,KEHÄ 1,2352
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6844882,2015,7,0,0,0,13,83,1,1,80,46420.0,3207.0,E,KEHÄ 1,2077
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6651588,2015,1,0,0,0,13,4,3,2,80,68434.0,3862.0,E,KEHÄ 1,2137
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6814331,2015,9,0,0,0,13,2,3,2,80,81779.0,4083.0,E,KEHÄ 1,2183
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6814277,2015,10,0,1,2,13,6,6,2,80,91612.0,3584.0,E,KEHÄ 1,2206
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6815023,2015,6,0,0,0,13,2,3,2,80,90952.0,3556.0,E,KEHÄ 1,2222
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6742453,2015,10,0,0,0,13,3,3,2,80,67971.0,3615.0,E,KEHÄ 1,2231
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6879108,2015,7,0,0,0,13,3,3,2,80,67971.0,3615.0,E,KEHÄ 1,2235
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6700661,2015,10,0,0,0,13,2,3,2,60,44141.0,2410.0,E,KEHÄ 1,2266
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6772169,2015,4,0,1,2,13,12,2,2,50,44141.0,2410.0,E,KEHÄ 1,2269
C05,KEHÄ 1,25491021,6679686,13,2015,3041,536,332,105,15,7,0,4029,3420,6903742,2015,8,0,1,2,13,4,3,2,80,5469.0,333.0,E,KEHÄ 1,2356
C05,KEHÄ 1,25491021,6679686,14,2015,3428,550,355,113,25,6,0,4471,3421,6716597,2015,10,0,0,0,14,81,1,1,80,66919.0,3403.0,E,KEHÄ 1,2245
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6688527,2015,12,0,0,0,15,22,3,2,80,81779.0,4083.0,E,KEHÄ 1,2191
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6718432,2015,11,0,0,0,15,2,3,2,80,81779.0,4083.0,E,KEHÄ 1,2194
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6586177,2015,1,0,0,0,15,2,3,2,80,90952.0,3556.0,E,KEHÄ 1,2225
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6870078,2015,5,0,0,0,15,7,6,2,80,67971.0,3615.0,E,KEHÄ 1,2239
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6651846,2015,1,0,0,0,15,4,3,2,60,53797.0,2579.0,K,KEHÄ 1,2250
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6870067,2015,6,0,0,0,15,6,6,3,60,20794.0,1055.0,E,KEHÄ 1,2285
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6544465,2015,12,0,1,2,15,83,1,1,80,4892.0,177.0,E,KEHÄ 1,2344
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6760239,2015,5,0,0,0,15,82,1,1,80,3306.0,143.0,E,KEHÄ 1,2348
C05,KEHÄ 1,25491021,6679686,15,2015,4003,1048,275,103,25,13,0,5454,3422,6805705,2015,5,0,0,0,15,82,1,1,80,4380.0,102.0,E,KEHÄ 1,2393
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6664115,2015,3,0,0,0,16,4,3,2,80,46420.0,3207.0,E,KEHÄ 1,2078
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6891753,2015,8,0,0,0,16,9,13,2,80,37520.0,1699.0,E,KEHÄ 1,2134
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6772272,2015,4,0,0,0,16,2,3,2,80,69859.0,3441.0,E,KEHÄ 1,2177
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6728747,2015,3,0,0,0,16,8,6,4,80,81779.0,4083.0,E,KEHÄ 1,2184
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6814580,2015,9,0,0,0,16,2,3,2,80,81779.0,4083.0,E,KEHÄ 1,2185
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6818791,2015,6,0,2,2,16,6,6,2,80,81779.0,4083.0,E,KEHÄ 1,2190
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6783878,2015,4,0,0,0,16,4,3,3,80,91612.0,3584.0,E,KEHÄ 1,2201
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6769124,2015,11,0,0,0,16,4,3,2,80,91612.0,3584.0,E,KEHÄ 1,2205
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6806309,2015,5,0,0,0,16,6,6,2,80,91612.0,3584.0,E,KEHÄ 1,2207
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6806580,2015,5,0,0,0,16,6,6,3,80,91612.0,3584.0,E,KEHÄ 1,2208
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6891751,2015,8,0,0,0,16,8,6,2,80,90952.0,3556.0,E,KEHÄ 1,2215
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6843040,2015,5,0,0,0,16,3,3,2,80,59615.0,3063.0,E,KEHÄ 1,2242
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6867244,2015,9,0,0,0,16,4,3,2,60,53797.0,2579.0,K,KEHÄ 1,2253
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6844633,2015,9,0,0,0,16,8,6,3,50,44141.0,2410.0,E,KEHÄ 1,2267
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6761354,2015,4,0,0,0,16,39,2,2,60,21021.0,1060.0,E,KEHÄ 1,2281
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6716526,2015,10,0,0,0,16,6,6,3,80,2189.0,42.0,E,KEHÄ 1,2359
C05,KEHÄ 1,25491021,6679686,16,2015,6362,830,255,121,30,15,0,7598,3423,6852978,2015,9,0,0,0,16,7,6,2,80,4254.0,97.0,E,KEHÄ 1,2383
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6924499,2015,8,0,0,0,17,6,6,3,80,69859.0,3441.0,E,KEHÄ 1,2175
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6613007,2015,1,0,0,0,17,6,6,2,80,81779.0,4083.0,E,KEHÄ 1,2181
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6651800,2015,1,0,1,2,17,6,6,3,80,81779.0,4083.0,E,KEHÄ 1,2182
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6736450,2015,3,0,0,0,17,8,6,2,80,81779.0,4083.0,E,KEHÄ 1,2186
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6664131,2015,1,0,0,0,17,8,6,2,80,81779.0,4083.0,E,KEHÄ 1,2187
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6716486,2015,11,0,0,0,17,8,6,3,80,81779.0,4083.0,E,KEHÄ 1,2189
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6818703,2015,5,0,0,0,17,6,6,2,80,81779.0,4083.0,E,KEHÄ 1,2192
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6655649,2015,12,0,0,0,17,3,3,2,80,81779.0,4083.0,E,KEHÄ 1,2196
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6718297,2015,12,0,1,2,17,6,6,2,80,81779.0,4083.0,E,KEHÄ 1,2197
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6783879,2015,4,0,0,0,17,6,6,3,60,91612.0,3584.0,E,KEHÄ 1,2211
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6736552,2015,4,0,0,0,17,8,6,2,80,90952.0,3556.0,E,KEHÄ 1,2216
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6919843,2015,8,0,0,0,17,6,6,3,80,90952.0,3556.0,E,KEHÄ 1,2217
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6667374,2015,12,0,0,0,17,6,6,2,80,90952.0,3556.0,E,KEHÄ 1,2218
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6891740,2015,7,0,0,0,17,99,13,2,80,90952.0,3556.0,E,KEHÄ 1,2226
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6840762,2015,5,0,0,0,17,6,6,2,80,90952.0,3556.0,E,KEHÄ 1,2228
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6920218,2015,8,0,0,0,17,8,6,2,80,67971.0,3615.0,E,KEHÄ 1,2233
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6718433,2015,11,0,0,0,17,6,6,3,80,66919.0,3403.0,E,KEHÄ 1,2243
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6793457,2015,4,0,1,2,17,6,6,3,80,57010.0,3085.0,E,KEHÄ 1,2246
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6819653,2015,6,0,0,0,17,6,6,2,80,61049.0,3356.0,E,KEHÄ 1,2248
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6740744,2015,12,0,1,2,17,8,6,3,60,53797.0,2579.0,E,KEHÄ 1,2259
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6629502,2015,1,0,6,2,17,8,6,3,60,44141.0,2410.0,E,KEHÄ 1,2260
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6718915,2015,4,0,0,0,17,7,6,2,60,44141.0,2410.0,E,KEHÄ 1,2264
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6842851,2015,7,0,0,0,17,8,6,2,60,44141.0,2410.0,E,KEHÄ 1,2265
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6674469,2015,11,0,0,0,17,8,6,2,50,20794.0,1055.0,E,KEHÄ 1,2293
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6721330,2015,4,0,1,2,17,34,8,2,40,1857.0,312.0,E,KEHÄ 1,2385
C05,KEHÄ 1,25491021,6679686,17,2015,6437,579,176,86,32,13,0,7310,3424,6902798,2015,8,0,0,0,17,8,6,4,80,14842.0,720.0,E,KEHÄ 1,2395
C05,KEHÄ 1,25491021,6679686,18,2015,5707,441,148,77,15,17,0,6388,3425,6718441,2015,10,0,0,0,18,8,6,4,80,40652.0,2501.0,E,KEHÄ 1,2076
C05,KEHÄ 1,25491021,6679686,18,2015,5707,441,148,77,15,17,0,6388,3425,6629640,2015,1,0,0,0,18,8,6,4,80,81779.0,4083.0,E,KEHÄ 1,2188
C05,KEHÄ 1,25491021,6679686,18,2015,5707,441,148,77,15,17,0,6388,3425,6793985,2015,5,0,0,0,18,6,6,2,80,81779.0,4083.0,E,KEHÄ 1,2193
C05,KEHÄ 1,25491021,6679686,18,2015,5707,441,148,77,15,17,0,6388,3425,6629800,2015,1,0,0,0,18,6,6,3,80,81779.0,4083.0,E,KEHÄ 1,2195
C05,KEHÄ 1,25491021,6679686,18,2015,5707,441,148,77,15,17,0,6388,3425,6742410,2015,10,0,0,0,18,4,3,2,80,81779.0,4083.0,E,KEHÄ 1,2198
